i,truth,keep,order,acc_exact,precision,recall,f1,hallucination,omission,abstain,conf,smax,smed
181,"remove_liquidity,swap","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","add_liquidity,remove_liquidity,borrow,swap,repay,deposit,claim_rewards,withdraw",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.012764120561385867,0.9656965505837293,0.9533702833863513
182,"repay,remove_liquidity,claim_rewards","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","borrow,repay,add_liquidity,withdraw,remove_liquidity,claim_rewards,swap,deposit",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.00561512278056396,0.9660556432046374,0.9606311221551811
183,"borrow,withdraw","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","remove_liquidity,repay,borrow,deposit,swap,withdraw,claim_rewards,add_liquidity",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.012146067545934367,0.9658374622899129,0.9541063352345336
184,"claim_rewards,swap,deposit","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","repay,claim_rewards,add_liquidity,swap,borrow,remove_liquidity,deposit,withdraw",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.001922012690276647,0.9672205088410052,0.965361498748715
185,"add_liquidity,deposit","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","remove_liquidity,withdraw,claim_rewards,swap,repay,add_liquidity,deposit,borrow",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.0018362157735461733,0.9661824329059607,0.9644083134825338
186,"borrow,claim_rewards","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","add_liquidity,repay,borrow,swap,withdraw,claim_rewards,deposit,remove_liquidity",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.0009839529406058512,0.9659357700971698,0.9649853347557453
187,"claim_rewards,remove_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","repay,add_liquidity,claim_rewards,remove_liquidity,withdraw,deposit,borrow,swap",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.021217921360805213,0.9652234293394581,0.9447433945201056
188,swap,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","repay,swap,withdraw,borrow,deposit,remove_liquidity,claim_rewards,add_liquidity",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.02144497370456132,0.9647961473696414,0.9441061193590159
189,"repay,deposit,add_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","remove_liquidity,repay,borrow,deposit,withdraw,claim_rewards,add_liquidity,swap",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.005348994602742947,0.9656857812398599,0.960520333208057
190,"withdraw,swap,add_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","claim_rewards,repay,withdraw,swap,borrow,add_liquidity,remove_liquidity,deposit",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.0018936556549355998,0.9656587207513354,0.9638300956540449
191,"add_liquidity,swap","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","repay,withdraw,add_liquidity,claim_rewards,borrow,swap,remove_liquidity,deposit",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.010263726900608075,0.9661160836298561,0.956200131993184
192,"claim_rewards,deposit","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","add_liquidity,withdraw,borrow,claim_rewards,repay,deposit,swap,remove_liquidity",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.003201447777221557,0.9660628826718621,0.9629700828034728
193,"swap,remove_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","add_liquidity,borrow,swap,remove_liquidity,withdraw,deposit,repay,claim_rewards",0.0,0.25,1.0,0.4,1.0,0.0,0.0,0.008747369441289378,0.9733173238050127,0.9648033575900744
194,"repay,remove_liquidity,deposit","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","repay,remove_liquidity,claim_rewards,withdraw,deposit,borrow,add_liquidity,swap",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.019408580888047526,0.9659627280758236,0.9472147623331055
195,"swap,remove_liquidity,deposit","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","withdraw,borrow,swap,remove_liquidity,add_liquidity,claim_rewards,deposit,repay",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.0005174529556456574,0.9653634264502284,0.964863896291939
196,"claim_rewards,borrow,remove_liquidity","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","withdraw,claim_rewards,repay,borrow,swap,remove_liquidity,add_liquidity,deposit",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.006142208051041725,0.9658347278811116,0.9599023700395384
197,swap,"deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","add_liquidity,withdraw,remove_liquidity,swap,claim_rewards,deposit,repay,borrow",0.0,0.125,1.0,0.2222222222222222,1.0,0.0,0.0,0.017527237915979897,0.9662675801881001,0.9493315784196276
198,"borrow,remove_liquidity,deposit","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","claim_rewards,borrow,swap,remove_liquidity,add_liquidity,deposit,repay,withdraw",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.006200487330313081,0.9655164924632101,0.9595298196844775
199,"add_liquidity,remove_liquidity,repay","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","borrow,claim_rewards,add_liquidity,swap,withdraw,remove_liquidity,repay,deposit",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.0016058733358712237,0.9657938342267305,0.9642428916603953
200,"swap,deposit,repay","deposit,withdraw,borrow,repay,swap,add_liquidity,remove_liquidity,claim_rewards","claim_rewards,swap,remove_liquidity,deposit,borrow,add_liquidity,repay,withdraw",0.0,0.375,1.0,0.5454545454545454,1.0,0.0,0.0,0.0018575440309974195,0.9662721249363805,0.9644772319183839
